┌─────────┬──────────┬──────────────────┬────────────────┬──────────┬──────────┐
│ (index) │   sku    │   account_ref    │    user_ref    │ quantity │  value   │
│  7760   │ 'YWLISL' │ 'QUBZAGPLRNJHGY' │ 'MWWEPHMKGJIN' │   '2'    │ '490.39' │
│  7761   │ 'FEFWPU' │        ''        │       ''       │   '1'    │ '400.83' │
│  7762   │ 'CIUVJE' │ 'UMSHPRKRQONQQU' │ 'MREIDKXRYGVM' │   '1'    │ '300.62' │
│  7763   │ 'HOOWUL' │        ''        │       ''       │   '2'    │ '320.65' │
│  7764   │ 'PZKOAO' │ 'WDEKCENSVHCOAG' │ 'EOHWFPWHVKHL' │   '3'    │ '345.96' │
│  7765   │ 'BIRFFN' │ 'QMHXXSWGVILRYG' │       ''       │   '3'    │ '301.15' │
│  7766   │ 'FLVJFV' │        ''        │       ''       │   '1'    │ '75.96'  │
│  7767   │ 'FLEEPI' │ 'XOKZHKQXYEIPOG' │ 'XCSXQLIJFQHS' │   '2'    │ '273.66' │
│  7768   │ 'BLYULW' │ 'XTYFADRZIQVBET' │ 'GPDSIBMSBEFW' │   '3'    │ '390.17' │
│  7769   │ 'NFLWGU' │ 'IJIAUIDUYXCVOC' │ 'THVGOVUPDSQU' │   '3'    │ '162.53' │
│  7770   │ 'TQWPEM' │        ''        │       ''       │   '3'    │ '11.98'  │
│  7771   │ 'TLQDDQ' │        ''        │       ''       │   '1'    │ '289.6'  │
│  7772   │ 'XOTHDO' │ 'FOWPKHMHHBEEOP' │ 'JFUPRZBCJYAL' │   '2'    │ '173.23' │
│  7773   │ 'XQZUVI' │ 'ZSBSBPYUEVPADP' │ 'DJHUMXVNSAVF' │   '2'    │  '66.5'  │
│  7774   │ 'WRPMTR' │ 'MAKZDZVIVRBYVI' │       ''       │   '2'    │ '361.95' │
│  7775   │ 'LINNUU' │ 'TKOPWUJXSGGXEA' │ 'PWWPURREKXUS' │   '2'    │ '455.15' │
│  7776   │ 'ORADJT' │        ''        │       ''       │   '3'    │ '377.66' │
│  7777   │ 'MCPCEF' │ 'NTTGIDJDKJAZWJ' │ 'FMXKMUZWTFFB' │   '3'    │ '613.43' │
│  7778   │ 'INPTUM' │ 'BGBMMAOFBNPGOC' │ 'AVVDLMJSTLLZ' │   '3'    │ '272.93' │
│  7779   │ 'DBFENH' │ 'GNMXDGMJCVNYBI' │ 'HHAUCDKHBWRN' │   '1'    │ '511.24' │
│  7780   │ 'VPGJBE' │        ''        │       ''       │   '1'    │ '564.66' │
│  7781   │ 'ABIYWS' │ 'VLCCNRALVJMQQN' │       ''       │   '3'    │ '77.43'  │
│  7782   │ 'AILZPW' │ 'CQEBKUCGTMAIQV' │       ''       │   '2'    │ '186.58' │
│  7783   │ 'CLUIEX' │ 'ZIITWSNWPJSAZK' │ 'IJQAMNTIEJRJ' │   '2'    │ '644.65' │
│  7784   │ 'GUNJCQ' │        ''        │       ''       │   '3'    │ '168.75' │
│  7785   │ 'JYNJRF' │        ''        │       ''       │   '1'    │ '64.34'  │
│  7786   │ 'WTDWAM' │        ''        │       ''       │   '1'    │ '408.28' │
│  7787   │ 'LDYKKW' │        ''        │       ''       │   '3'    │ '169.32' │
│  7788   │ 'ELEVXZ' │ 'FZURKKZQCNWNTK' │       ''       │   '3'    │ '651.94' │
│  7789   │ 'GDTOFA' │ 'RZYGEVYVRGPONK' │ 'ZDKFQNEFYNCF' │   '2'    │ '348.41' │
│  7790   │ 'RKNUMO' │        ''        │       ''       │   '3'    │ '441.06' │
│  7791   │ 'ADUGLP' │ 'WVYMWKVENAHSIM' │       ''       │   '2'    │ '129.21' │
│  7792   │ 'IBJVLN' │ 'KAYVGQPFVQPWBN' │ 'CDMIYOGPPTRF' │   '1'    │ '226.45' │
│  7793   │ 'THEQHC' │        ''        │       ''       │   '3'    │ '230.71' │
│  7794   │ 'VMJJDN' │        ''        │       ''       │   '3'    │ '366.76' │
│  7795   │ 'LZVEDT' │ 'UKWCVCBBQWNWMP' │ 'YBBGWXAXSNNX' │   '3'    │ '395.02' │
│  7796   │ 'GFVGYV' │ 'XWGJCOAMPBWVEL' │ 'AEHCWZYBCPOZ' │   '2'    │ '471.66' │
│  7797   │ 'XVPBNQ' │ 'SHQDDOVIPQLJUK' │ 'QKEALACUSJEG' │   '1'    │ '371.77' │
│  7798   │ 'GFJYNY' │        ''        │       ''       │   '2'    │ '644.64' │
│  7799   │ 'WSTHDT' │ 'IFFFRKMDSBWNUC' │       ''       │   '2'    │ '401.11' │
│  7800   │ 'QUCRCF' │ 'AGJTBYHMNUUOKO' │       ''       │   '1'    │ '406.39' │
│  7801   │ 'WDQZYV' │        ''        │       ''       │   '1'    │ '74.67'  │
│  7802   │ 'CXDKGH' │        ''        │       ''       │   '3'    │ '421.83' │
│  7803   │ 'LPDDML' │        ''        │       ''       │   '3'    │ '219.02' │
│  7804   │ 'GYHXEX' │        ''        │       ''       │   '2'    │ '50.54'  │
│  7805   │ 'GLSTYV' │        ''        │       ''       │   '2'    │ '307.68' │
│  7806   │ 'FOUJSO' │        ''        │       ''       │   '2'    │ '570.22' │
│  7807   │ 'VSXOZY' │ 'NSHJCRAVGQCHGR' │ 'SOHLZOFRZCFR' │   '2'    │ '440.97' │
│  7808   │ 'XKIGDB' │        ''        │       ''       │   '1'    │ '651.14' │
│  7809   │ 'AFUSGS' │        ''        │       ''       │   '2'    │ '237.94' │
│  7810   │ 'GEXQPL' │ 'BQHMPSMIUKBYYN' │       ''       │   '3'    │ '149.95' │
│  7811   │ 'ERDNDQ' │ 'VCYYEZBOLSPETA' │       ''       │   '1'    │ '221.79' │
│  7812   │ 'VPFFVS' │ 'VOPYKPESOPKNUJ' │ 'ZNJBYYHHACNO' │   '3'    │  '53.6'  │
│  7813   │ 'GTACIE' │ 'YENPJHATJEYESZ' │       ''       │   '1'    │ '110.85' │
│  7814   │ 'IKRDBD' │        ''        │       ''       │   '1'    │ '145.35' │
│  7815   │ 'QHKZIA' │        ''        │       ''       │   '2'    │ '80.26'  │
│  7816   │ 'QLAEFG' │ 'OPENKBXEVSUCZH' │ 'WLXXSTTLAKXH' │   '3'    │ '384.58' │
│  7817   │ 'PCLMLY' │        ''        │       ''       │   '3'    │ '307.85' │
│  7818   │ 'WXJZZF' │ 'JYHQODFBHGGQEX' │       ''       │   '1'    │ '578.94' │
│  7819   │ 'LOSQVC' │ 'ZMSLNSLPTHCGQN' │       ''       │   '1'    │ '19.25'  │
│  7820   │ 'GSCQTL' │        ''        │       ''       │   '2'    │  '171'   │
│  7821   │ 'EELCVO' │        ''        │       ''       │   '3'    │ '346.85' │
│  7822   │ 'ZJAPWF' │ 'ZJURRWEKLFDEBE' │ 'MJXNUXNTWWOS' │   '3'    │ '566.55' │
│  7823   │ 'QURTXB' │ 'FSFJUSAYKTHWOQ' │       ''       │   '3'    │ '425.66' │
│  7824   │ 'TLORVM' │        ''        │       ''       │   '2'    │ '22.66'  │
│  7825   │ 'RDCDDO' │ 'NLYOFDESRNZBFB' │       ''       │   '3'    │ '254.43' │
│  7826   │ 'EMSWXK' │        ''        │       ''       │   '1'    │ '448.88' │
│  7827   │ 'HJSUWX' │ 'WKAXOTFPFMIZXO' │ 'SEEHVHCSDKHJ' │   '3'    │ '487.56' │
│  7828   │ 'QMIEAS' │        ''        │       ''       │   '2'    │ '458.89' │
│  7829   │ 'HXQPQO' │ 'OEVTPMEQMCATMD' │ 'LYHKVVGEYAOG' │   '2'    │ '83.35'  │
│  7830   │ 'EMZSAF' │ 'QUWRZCFYCUINZO' │ 'IVTDBRRFBNYQ' │   '3'    │ '291.4'  │
│  7831   │ 'WOXXIA' │ 'EZKPOPXHRZEPJX' │       ''       │   '2'    │ '514.22' │
│  7832   │ 'AZWFRQ' │        ''        │       ''       │   '3'    │ '66.09'  │
│  7833   │ 'JGNLMI' │ 'RLWYTCPVMZNROR' │ 'IVRXEHYRRPLG' │   '2'    │ '298.52' │
│  7834   │ 'QCOTQX' │ 'QBBHWXBLYMKPLN' │       ''       │   '2'    │ '559.89' │
│  7835   │ 'UXWOPX' │ 'MFJLMYDGAPIMNS' │ 'GXPGPVYEJPTN' │   '1'    │ '189.48' │
│  7836   │ 'KVEHLE' │ 'IQNKREDZOZIGGT' │ 'BVPXNPNCFFVW' │   '2'    │ '58.18'  │
│  7837   │ 'FTYMNF' │        ''        │       ''       │   '3'    │ '35.06'  │
│  7838   │ 'SCRHUF' │        ''        │       ''       │   '1'    │ '370.74' │
│  7839   │ 'SLWLTZ' │        ''        │       ''       │   '1'    │ '433.42' │
│  7840   │ 'SQWIPE' │ 'NJFGQKWRFTZBKM' │ 'FARMRHJWCERZ' │   '2'    │ '89.41'  │
│  7841   │ 'KIXGEG' │ 'LCJGUZEMHDDHTU' │       ''       │   '2'    │ '504.33' │
│  7842   │ 'QFBKDG' │ 'KAFTCONUJCNALJ' │       ''       │   '2'    │ '125.11' │
│  7843   │ 'XFEVNK' │        ''        │       ''       │   '3'    │ '23.46'  │
│  7844   │ 'UBQTNA' │ 'GDPFCIAQHLQZSI' │ 'VUBCUOPDIRIU' │   '2'    │ '91.52'  │
│  7845   │ 'NQFZOZ' │ 'CSBBYDQVKPKPNO' │ 'HOZHQVGIKISB' │   '2'    │ '360.78' │
│  7846   │ 'MYSSZT' │ 'ATJMTHEDQNVYFC' │ 'BAVHTXURYPPF' │   '3'    │ '109.65' │
│  7847   │ 'YJIXQD' │        ''        │       ''       │   '2'    │ '458.78' │
│  7848   │ 'MKKHEA' │ 'VAPCCDKZTNXNAT' │ 'IQMNMYFOUXQI' │   '2'    │ '253.92' │
│  7849   │ 'NOVRPH' │ 'BUXWVFFMJOUTGC' │ 'JTXDMVOJQCXU' │   '2'    │ '331.6'  │
│  7850   │ 'QGZHJL' │ 'ECGAZWUVCULTIL' │ 'KDEXKRPTZZAQ' │   '3'    │ '520.76' │
│  7851   │ 'BGQPZQ' │        ''        │       ''       │   '2'    │ '199.38' │
│  7852   │ 'JIHXVO' │        ''        │       ''       │   '2'    │ '365.95' │
│  7853   │ 'UPIYOJ' │ 'QPMCEKOJCPLEAR' │       ''       │   '1'    │ '506.71' │
│  7854   │ 'QVPFMS' │ 'INPGNJINYXUFUF' │       ''       │   '3'    │ '60.27'  │
│  7855   │ 'YHSWEX' │ 'HBYYHBLDBGVRTF' │ 'WLSTFZKMEKAD' │   '3'    │ '271.48' │
│  7856   │ 'ZTYJRA' │        ''        │       ''       │   '3'    │ '162.68' │
│  7857   │ 'PMVPLD' │ 'VCYYEZBOLSPETA' │ 'RNNGJDNRYXCB' │   '1'    │ '582.66' │
│  7858   │ 'QCAPEA' │        ''        │       ''       │   '2'    │ '480.55' │
│  7859   │ 'XONKSP' │ 'QFDDABSSUEQHEH' │       ''       │   '3'    │ '233.26' │
│  7860   │ 'LPGVGY' │        ''        │       ''       │   '3'    │ '461.6'  │
│  7861   │ 'WYRJPE' │ 'OZNWPOBFUYFXAR' │       ''       │   '1'    │ '25.18'  │
│  7862   │ 'PDMHDZ' │        ''        │       ''       │   '1'    │ '520.87' │
│  7863   │ 'YVTRPF' │ 'MWLRLETYZXPHUD' │ 'ONYOXCIQATCI' │   '3'    │ '273.03' │
│  7864   │ 'EXNKCT' │ 'FYGYQJCASFTTVH' │ 'WPHLXSNEVKCK' │   '3'    │ '187.84' │
│  7865   │ 'PVWHUT' │        ''        │       ''       │   '1'    │ '236.43' │
│  7866   │ 'RGCUTF' │        ''        │       ''       │   '2'    │ '88.98'  │
│  7867   │ 'YBYFVZ' │ 'LGMWDGCFACOBTT' │ 'DOQKRMSMGJMD' │   '1'    │ '175.62' │
│  7868   │ 'KEBMJE' │        ''        │       ''       │   '3'    │ '252.87' │
│  7869   │ 'HXSKZJ' │ 'URYRSTDCDYMLNJ' │ 'JLNFLFZRYBQC' │   '2'    │ '453.44' │
│  7870   │ 'NXIPJH' │        ''        │       ''       │   '3'    │ '149.63' │
│  7871   │ 'JHVLZJ' │ 'TIQMBQJKEODESP' │ 'KTEJDAMGZMEF' │   '2'    │ '195.45' │
│  7872   │ 'STDZRC' │ 'KJCUFCNRPPPWLF' │       ''       │   '2'    │ '368.02' │
│  7873   │ 'PYTEQY' │ 'UJDHZJAVMYOTSE' │       ''       │   '2'    │ '366.16' │
│  7874   │ 'EMDWNP' │        ''        │       ''       │   '3'    │ '475.01' │
│  7875   │ 'YZQSUL' │ 'WCXFAOLWFRTUUJ' │       ''       │   '1'    │ '359.71' │
│  7876   │ 'LQUESI' │        ''        │       ''       │   '1'    │ '124.65' │
│  7877   │ 'VAVHUJ' │        ''        │       ''       │   '3'    │ '501.08' │
│  7878   │ 'LSQOGH' │ 'KMIMTMWSKXZPDK' │       ''       │   '3'    │ '459.1'  │
│  7879   │ 'VMOLXJ' │        ''        │       ''       │   '3'    │ '300.78' │
│  7880   │ 'JDSICK' │        ''        │       ''       │   '3'    │ '421.97' │
│  7881   │ 'USRWLG' │        ''        │       ''       │   '3'    │ '675.81' │
│  7882   │ 'BHVORP' │ 'RVAJCHXCSSLQFH' │ 'EGEBPNIAWHFB' │   '3'    │ '261.29' │
│  7883   │ 'XBXWRH' │ 'RSTPLLWFJLRBUE' │ 'OXMATWIEGOLP' │   '3'    │ '295.07' │
│  7884   │ 'MELRGJ' │ 'KJFIGQKRAYXGMD' │ 'RKGBCRHETFGK' │   '2'    │ '579.21' │
│  7885   │ 'KQGFNL' │ 'TVRVCOJNACBFCZ' │ 'MIYRDHNUJADO' │   '2'    │ '338.79' │
│  7886   │ 'NLDUES' │ 'WAOINRPYKFAPYX' │ 'FEGQTGFGSLQY' │   '2'    │ '271.91' │
│  7887   │ 'FNROUS' │        ''        │       ''       │   '1'    │ '517.64' │
│  7888   │ 'HQSRCD' │ 'KHTLMNIDFTQKWX' │ 'OWKOBCTZEYEC' │   '1'    │ '159.05' │
│  7889   │ 'CCGHQE' │ 'IWOJACTUWTAYDF' │ 'LJETCPSHXILJ' │   '3'    │ '329.74' │
│  7890   │ 'BLKNSA' │        ''        │       ''       │   '2'    │ '93.48'  │
│  7891   │ 'MUPDIH' │ 'YCWTVQNYATHDKB' │ 'DWCELKUZRBYX' │   '2'    │ '16.98'  │
│  7892   │ 'LJVPIC' │        ''        │       ''       │   '3'    │ '636.41' │
│  7893   │ 'EHXXCD' │ 'BUXWVFFMJOUTGC' │ 'LBRKSBEFNREJ' │   '1'    │ '377.34' │
│  7894   │ 'LOUCIJ' │ 'HCDHXNALKJFOJW' │ 'BHYDQLOACNWH' │   '2'    │ '442.85' │
│  7895   │ 'CVSNMO' │ 'LPAOXUGMQSJBOC' │       ''       │   '1'    │ '454.75' │
│  7896   │ 'XNFAXU' │ 'QACGHPRCBSCGBF' │ 'GPWTXAAEXNNZ' │   '2'    │ '182.02' │
│  7897   │ 'PNFNKA' │ 'BVMXDEGXJVBVRO' │ 'KCHKJGBOUEGM' │   '3'    │ '23.26'  │
│  7898   │ 'MAXHOI' │ 'KAYVGQPFVQPWBN' │       ''       │   '1'    │ '280.32' │
│  7899   │ 'YYTQQB' │        ''        │       ''       │   '3'    │ '232.58' │
│  7900   │ 'AJWMVG' │ 'RLWYTCPVMZNROR' │       ''       │   '3'    │ '434.56' │
│  7901   │ 'BKHMQE' │        ''        │       ''       │   '1'    │  '13.8'  │
│  7902   │ 'MSQUTR' │        ''        │       ''       │   '1'    │ '57.48'  │
│  7903   │ 'HBZHMJ' │ 'WMMMMUPDVQTSLZ' │ 'RGLYPCBEROPQ' │   '3'    │ '14.77'  │
│  7904   │ 'HIVOCF' │ 'AEKHTFWRETLZUD' │       ''       │   '3'    │ '477.35' │
│  7905   │ 'CZHCXJ' │ 'WKAXOTFPFMIZXO' │ 'FVORJVKFLQDE' │   '3'    │ '409.9'  │
│  7906   │ 'TLGJWZ' │        ''        │       ''       │   '1'    │ '324.51' │
│  7907   │ 'YZAPPG' │        ''        │       ''       │   '3'    │ '11.06'  │
│  7908   │ 'ZGYLXW' │        ''        │       ''       │   '3'    │  '518'   │
│  7909   │ 'ZDSYTX' │        ''        │       ''       │   '1'    │ '34.38'  │
│  7910   │ 'VERKZT' │        ''        │       ''       │   '2'    │ '249.57' │
│  7911   │ 'YNWLJU' │ 'FQVEJHMGIDMFUL' │ 'EHCMXYBHWIES' │   '2'    │ '421.03' │
│  7912   │ 'XIIGUK' │ 'RLMBVEFYAEJZLY' │       ''       │   '3'    │ '135.59' │
│  7913   │ 'JJYXGN' │        ''        │       ''       │   '1'    │ '93.85'  │
│  7914   │ 'LOSQVC' │ 'QBGSLBOWLDKSFF' │       ''       │   '1'    │ '25.82'  │
│  7915   │ 'BKHBDX' │ 'CABFYGGLXWIBDE' │       ''       │   '3'    │ '472.6'  │
│  7916   │ 'ATEGNI' │        ''        │       ''       │   '1'    │ '150.64' │
│  7917   │ 'MWMIIA' │ 'FXWXKCYYENIUSL' │ 'KYWZDSQXMFKZ' │   '3'    │ '615.36' │
│  7918   │ 'SQJWOO' │        ''        │       ''       │   '2'    │ '500.3'  │
│  7919   │ 'MQARIS' │ 'UKLNSIKIJRKQUZ' │ 'SQPRPZPLYSXH' │   '1'    │ '316.93' │
│  7920   │ 'FDHWTP' │        ''        │       ''       │   '1'    │ '142.96' │
│  7921   │ 'ONWFIX' │ 'IWOJACTUWTAYDF' │       ''       │   '2'    │ '28.89'  │
│  7922   │ 'BSCQDE' │        ''        │       ''       │   '3'    │ '408.21' │
│  7923   │ 'WMWKKB' │        ''        │       ''       │   '3'    │ '599.26' │
│  7924   │ 'BSSXRD' │        ''        │       ''       │   '3'    │ '354.42' │
│  7925   │ 'GWCRCZ' │        ''        │       ''       │   '2'    │ '375.38' │
│  7926   │ 'LNUSFK' │        ''        │       ''       │   '2'    │ '201.8'  │
│  7927   │ 'FYMFXS' │        ''        │       ''       │   '2'    │ '227.06' │
│  7928   │ 'QQHHFK' │ 'ZJURRWEKLFDEBE' │ 'HZHFOTLPCTXP' │   '2'    │ '266.31' │
│  7929   │ 'QPOESK' │ 'SEDEWBHTTEJHME' │ 'ROUJFQIXHXOR' │   '1'    │ '223.79' │
│  7930   │ 'PEGGPW' │        ''        │       ''       │   '2'    │ '150.99' │
│  7931   │ 'KXNMVG' │ 'LIKMNILJZHXCAQ' │       ''       │   '3'    │ '161.21' │
│  7932   │ 'GWIMXN' │        ''        │       ''       │   '2'    │ '209.77' │
│  7933   │ 'PAGOLL' │ 'MHARMSXMKRHDLD' │ 'UDEWAPXJNXKB' │   '1'    │ '157.02' │
│  7934   │ 'DXVXSV' │        ''        │       ''       │   '3'    │ '121.94' │
│  7935   │ 'GFJXKQ' │ 'NUZBLRRMOLNDGR' │       ''       │   '1'    │ '502.89' │
│  7936   │ 'JPPSCO' │ 'MGWKMVNHKPDSEL' │ 'YJJPFHZLTFMD' │   '1'    │ '330.7'  │
│  7937   │ 'ZDLACN' │ 'IJVZYXOAWRYPPQ' │ 'WJLRCRDHUVUD' │   '3'    │ '412.87' │
│  7938   │ 'GINFLT' │        ''        │       ''       │   '1'    │ '360.48' │
│  7939   │ 'PKZMUQ' │ 'ANVGHQYSATHYNI' │ 'PAFBQBSNPMBC' │   '1'    │ '326.59' │
│  7940   │ 'UFPTNQ' │ 'GDDMOXAETKAKEI' │ 'AWTLEFHCRMPK' │   '3'    │ '676.74' │
│  7941   │ 'IEZWKH' │ 'VZDOMPTFEBLUQK' │       ''       │   '2'    │ '617.38' │
│  7942   │ 'TXLOVT' │ 'KQQCIQBGVORFNR' │       ''       │   '2'    │ '115.65' │
│  7943   │ 'EJEKFS' │        ''        │       ''       │   '3'    │ '195.79' │
│  7944   │ 'OXEKBZ' │        ''        │       ''       │   '2'    │ '556.53' │
│  7945   │ 'LSQOGH' │ 'XYRGNWKHNBOPUI' │ 'QNECCNVFLBHA' │   '2'    │ '492.18' │
│  7946   │ 'ERDNDQ' │ 'XGHWYRYUVREHOQ' │       ''       │   '1'    │ '221.79' │
│  7947   │ 'BGQPZQ' │        ''        │       ''       │   '1'    │ '160.25' │
│  7948   │ 'DLGQHG' │        ''        │       ''       │   '2'    │ '495.52' │
│  7949   │ 'IFZUNU' │        ''        │       ''       │   '2'    │ '161.36' │
│  7950   │ 'MZAWPC' │ 'RSEOERAMJIBWMW' │       ''       │   '2'    │ '286.97' │
│  7951   │ 'WKEUUJ' │ 'RNUYKLHPSSMDCW' │       ''       │   '1'    │ '445.25' │
│  7952   │ 'JDNRXO' │ 'PKMGQUKJPOODHF' │ 'VFVSEVHUDYKS' │   '1'    │ '254.81' │
│  7953   │ 'PKEYSY' │        ''        │       ''       │   '2'    │ '161.34' │
│  7954   │ 'TNZKUK' │ 'HZYCBZEABONAMU' │ 'RSUAJDVQGTLI' │   '1'    │ '119.44' │
│  7955   │ 'XGFCVZ' │ 'BHTUBXQNJDJKOF' │       ''       │   '3'    │ '58.12'  │
│  7956   │ 'DGNFIW' │ 'UQGTTHRPKBDHUM' │       ''       │   '1'    │ '259.02' │
│  7957   │ 'BITXHU' │ 'WKMQCOPIJOMBHQ' │ 'ENRJPDRPIUFK' │   '3'    │  '55.1'  │
│  7958   │ 'ZPKZZJ' │        ''        │       ''       │   '1'    │ '23.61'  │
